source	title	description	url	publishedAt	content	coder 1	movie 1	topic 1	coder 2	movie 2	topic 2	Flag for checks		resolution movie	resolution topic	final movie	final topic
AppleInsider	De Niro accuses Apple of censoring his speech honoring Martin Scorsese	Robert De Niro says that Apple or the Gotham Awards cut a political segment including criticisms of Donald Trump out of his teleprompter copy of a speech — so he read the rest from his phone.Actor Robert De Niro presented Martin Scorsese with the Gotham Histo…	https://appleinsider.com/articles/23/11/28/de-niro-accuses-apple-of-censoring-his-speech-honoring-martin-scorsese	2023-11-28T13:22:48Z	Robert De Niro says that Apple or the Gotham Awards cut a political segment including criticisms of Donald Trump out of his teleprompter copy of a speech — so he read the rest from his phone. Actor … [+2091 chars]	Tristan	NM		Michael	NM						NM	
Rolling Stone	‘Godzilla Minus One’ Is the Best Godzilla Movie in Ages	Going back to basics, Takashi Yamazaki’s ‘Minus One’ is a lean Spielbergian period drama that brings the Toho titan back to its former glory.	https://www.rollingstone.com/tv-movies/tv-movie-reviews/godzilla-minus-one-review-monster-movie-japan-toho-takashi-yamazaki-1234889083/	2023-11-30T15:00:00Z	When I was a kid growing up in the Nineties, Godzilla reigned supreme. The king of the monsters was a schlock superstar, and as a disciple, I worshipped at an altar of VHS tapes. It was a good time a… [+6473 chars]	Tristan	Godzilla	Plot	Michael	Godzilla	Plot					Godzilla	Plot
Screen Rant	November 2023 Box Office Breakdown: 11 Biggest Stats, Records & Failures	The November 2023 box office featured some underwhelming results, yet some movies exceeded expectations and some hit very important milestones.	https://screenrant.com/november-2023-box-office-breakdown-records-stats/	2023-11-30T17:00:17Z	Summary <ul><li> Napoleon exceeded expectations and broke director Ridley Scott's 13-year opening curse with a global opening weekend total of $78.8 million. </li><li> Disney's animated movie Wish f… [+9246 chars]	Tristan	Napoleon	Box	Michael	Napoleon, Wish	Box			Napoleon, Wish	Box	Napoleon, Wish	Box
/FILM	Trolls Band Together Filmmakers Weren't Afraid To Get Experimental With Their Musical Sequel [Exclusive Interview]	/Film spoke with the filmmakers behind DreamWorks Animation&amp;#39;s Trolls Band Together about dance choreography, tackling different animation styles, and more.	https://www.slashfilm.com/1446451/trolls-band-together-filmmakers-exclusive-interview/	2023-11-15T18:00:55Z	The result is the best scene of the film, one that plays with different art styles, allowing the animators to flex their skills even if only for a moment. It is unlikely we'll get an entirely 2D "Tro… [+1917 chars]	Tristan	Trolls	Prod	Michael	Trolls	Prod					Trolls	Prod
Business Insider	7 scientific breakthroughs that resulted from Napoleon's invasion of Egypt	Over 150 scientists went with Napoleon Bonaparte when he invaded Egypt. They mapped pyramids, dissected mummies, and did more scientific work.	https://www.businessinsider.com/napoleon-egypt-invasion-scientific-breakthroughs-2023-11	2023-12-02T10:37:01Z	Joaquin Phoenix played "Napoleon" in Ridley Scott's latest biopic.Apple TV+ <ul><li>When Napoleon invaded Egypt, he brought dozens of scientists with him.</li><li>Astronomers, mathematicians, and na… [+10427 chars]	Tristan	Napoleon	NR	Juan	NR				Napoleon	NR	Napoleon	NR
Gizmodo.com	Godzilla Minus One's Director Wants to Do Star Wars, and Oh My Godzilla, Someone Let Him	Photo: Elyse Jankowski (Getty Images) Godzilla Minus One stomps into U.S. theaters today, so director Takashi Yamazaki probably already has a lot on his plate right now. But goddammit, the man wants to do a Star Wars movie, and now I can think of nothing mor…	https://gizmodo.com/godzilla-minus-one-takashi-yamazaki-star-wars-lucasfilm-1851066323	2023-12-01T19:00:00Z	Godzilla Minus One stomps into U.S. theaters today, so director Takashi Yamazaki probably already has a lot on his plate right now. But goddammit, the man wants to do a Star Wars movie, and now I can… [+2642 chars]	Tristan	Godzilla	NR	Juan	Godzilla 	NR					Godzilla	NR
/FILM	Godzilla Minus One Gives A Terrifying Upgrade To The Atomic Breath	Godzilla&amp;#39;s famous atomic breath gets an update in the new film Godzilla Minus One. Read all about it right here!	https://www.slashfilm.com/1458051/godzilla-minus-one-upgrade-atomic-breath/	2023-12-01T23:00:00Z	Godzilla has been destroying (and saving) Tokyo for almost 70 years. In that time, the king of monsters has gone through many changes. Sometimes Godzilla acts as a destroyer, sometimes as a hero. Eac… [+948 chars]	Tristan	Godzilla	Plot	Juan	Godzilla 	Plot					Godzilla	Plot
/FILM	Godzilla Minus One Does Something Very Differently From Other Kaiju Movies	Takashi Yamazaki&amp;#39;s Godzilla Minus One succeeds where the American MonsterVerse Godzilla movies fail: It has compelling human characters we actually care about.	https://www.slashfilm.com/1458637/godzilla-minus-one-different-other-kaiju-movies/	2023-12-01T13:00:55Z	Every "Godzilla" movie, and every kaiju movie in general, features stunning action and spectacle. Watching cities leveled to the ground while a big monster stomps all over the place is a big part of … [+1353 chars]	Tristan	Godzilla	Plot	Juan	Godzilla 	Plot					Godzilla	Plot
IndieWire	Lily Gladstone Warns of ‘Killers of the Flower Moon’ Triggers: Native Audiences Will Feel ‘Generational Grief’ Onscreen	"Never forget this story is recent history with a lasting impact on breathing, feeling people today," Gladstone wrote on social media.	https://www.indiewire.com/news/general-news/lily-gladstone-warns-killers-of-the-flower-moon-triggering-1234925454/	2023-11-10T20:36:29Z	Lily Gladstone is issuing a warning before audiences watch Martin Scorsese’s “Killers of the Flower Moon,” especially Indigenous audiences. The lead actress of the film took to social media (via The… [+3771 chars]	Tristan	KOTFM	Plot	Juan	KOTFM	Plot					KOTFM	Plot
/FILM	Godzilla Minus One Is Chock-Full Of Easter Eggs Referencing The Original Classic	Godzilla Minus One manages to be a fresh take on the kaiju monster movie and include several intriguing ties to the original film in the franchise.	https://www.slashfilm.com/1459546/godzilla-minus-one-easter-eggs-original-classic/	2023-12-01T18:00:00Z	Protector, monster, myth, or something else entirely? Depictions of Godzilla have varied depending on the filmmaker (and studio) behind any given "Godzilla" picture, but setting "Minus One" at a poin… [+1628 chars]	Tristan	Godzilla	Plot	Juan	Godzilla 	Plot					Godzilla	Plot
Biztoc.com	Rachel Zegler's red carpet exchange leaves reporter blown away	One reporter had a wholesome interaction with Hunger Games star Rachel Zegler on the red carpet. Claire Rowden, of MTV UK, was on duty interviewing Zegler and other cast members of The Hunger Games: The Ballad of Songbirds & Snakes. A prequel to the the origi…	https://biztoc.com/x/a796ed544533de3f	2023-11-10T15:56:09Z	One reporter had a wholesome interaction with Hunger Games star Rachel Zegler on the red carpet.Claire Rowden, of MTV UK, was on duty interviewing Zegler and other cast members of The Hunger Games: T… [+300 chars]	Tristan	HG	Promo	Juan	HG	Promo					HG	Promo
Theonion.com	Martin Scorsese Reveals Next Film Will Be Mukbang Of Leonardo DiCaprio Eating 5-Gallon Bucket Of Mac And Cheese	NEW YORK—Claiming it would be the artistic culmination of his entire filmmaking career, acclaimed director Martin Scorsese confirmed Monday that his next movie would be a feature-length mukbang of actor Leonardo DiCaprio eating a 5-gallon bucket of macaroni a…	https://www.theonion.com/martin-scorsese-reveals-next-film-will-be-mukbang-of-le-1851035939	2023-11-27T11:15:00Z	NEW YORKClaiming it would be the artistic culmination of his entire filmmaking career, acclaimed director Martin Scorsese confirmed Monday that his next movie would be a feature-length mukbang of act… [+1076 chars]	Tristan	NR		Juan	NR						NR	
/FILM	The Marvels Box Office Goes From Bad To Worse With Catastrophic Second Weekend Drop	The Marvels sets another unenviable box office record as it heads for the Marvel Cinematic Universe&amp;#39;s biggest ever second weekend drop.	https://www.slashfilm.com/1450417/marvels-biggest-second-weekend-box-office-drop-mcu/	2023-11-18T19:28:58Z	As "The Hunger Games" franchise makes a big for a comeback with prequel movie "The Ballad of Songbirds &amp; Snakes," the Marvel Cinematic Universe's woes continue. After setting a new franchise low … [+1547 chars]	Tristan	HG, Marvels	Box	Juan	Marvels	Box			HG, Marvels	Box	HG, Marvels	Box
/FILM	Japan Dominates The U.S. Box Office With The Boy And The Heron And Godzilla Minus One	Studio Ghibli&amp;#39;s The Boy and the Heron has debuted at the top of the North American box office, with Godzilla Minus One also remaining in the top five.	https://www.slashfilm.com/1466813/boy-heron-opening-weekend-box-office-godzilla-minus-one/	2023-12-09T17:46:36Z	Two Japanese films in the weekend top five at the North American box office might be a first. Japan is the third-largest box office market in the world, second only to the U.S. and China, so Japanese… [+1767 chars]	Tristan	Godzilla	Box	Juan	Godzilla 	Box					Godzilla	Box
iMore	Experts love it — why this LG OLED for under $900 is the Black Friday TV deal to beat	The LG C3 OLED TV is the best way to watch Apple TV Plus, and it's under $900 for Black Friday.	https://www.imore.com/music-movies-tv/experts-love-it-why-this-lg-oled-for-under-dollar900-is-the-black-friday-tv-deal-to-beat	2023-11-23T23:35:33Z	The LG C3 series of OLED TVs is renowned for being some of the best televisions ever made, and you can buy one today for under $900 thanks to this outrageous Black Friday deal. Don't take it from me… [+1341 chars]	Tristan	NR		Juan	NR						NR	
iMore	We have a winner! This sub-$900 LG C3 OLED TV is the best Black Friday TV deal of the day	The LG C3 OLED TV is the best way to watch Apple TV Plus, and it's under $900 for Black Friday.	https://www.imore.com/music-movies-tv/we-have-a-winner-this-sub-dollar900-lg-c3-oled-tv-is-the-best-black-friday-tv-deal-of-the-day	2023-11-24T21:57:40Z	The LG C3 series is renowned as some of the best OLED TVs on the market, so much so that our friends at What Hi-Fi? made the 42-inch LG C3 one of the magazine's prestigious award winners for 2023. Wh… [+1210 chars]	Tristan	NR		Juan	NR						NR	
Deadline	‘Killers Of The Flower Moon’ Sets Release Date For On-Demand And Digital Purchase	Martin Scorsese’s acclaimed Killers of the Flower Moon will become available on premium video-on-demand and for digital purchase beginning tomorrow, Dec. 5, in over 100 countries before streaming globally on Apple TV+, Apple Original Films announced today Rec…	https://deadline.com/2023/12/killers-of-the-flower-moon-on-demand-1235650594/	2023-12-04T16:02:07Z	Martin Scorsese’s acclaimed Killers of the Flower Moon will become available on premium video-on-demand and for digital purchase beginning tomorrow, Dec. 5, in over 100 countries before streaming glo… [+1339 chars]	Tristan	KOTFM	Streaming	Juan	KOTFM	Streaming					KOTFM	Streaming
Polygon	Napoleon is the anti-Great Man biopic	Napoleon is a bombastic yet understated biopic where the most compelling war is marriage. Starring Joaquin Phoenix and Vanessa Kirby. In theaters Nov. 22.	https://www.polygon.com/reviews/23964477/napoleon-movie-review-ridley-scott-apple-tv-plus	2023-11-21T15:00:00Z	Napoleon tells the story of a whole nation through a single marriage. The historical epic, helmed by legendary director Ridley Scott, plays fast and loose with history to craft a Napoleon biopic that… [+4530 chars]	Tristan	Napoleon	Plot	Juan	Napoleon	Plot					Napoleon	Plot
iMore	"You talkin' for me?" Robert De Niro accuses Apple of censoring his Gotham Awards speech	Robert De Niro accuses Apple and the Gotham Awards of censoring Donald Trump from his award ceremony speech.	https://www.imore.com/music-movies-tv/you-talkin-for-me-robert-de-niro-accuses-apple-of-censoring-his-gotham-awards-speech	2023-11-28T12:36:12Z	Robert De Niro was left unimpressed at the Gotham Awards last night after parts of his speech criticizing Donald Trump were edited from the teleprompter without his knowledge. Introducing an award f… [+1575 chars]	Tristan	NR		Juan	NR						NR	
Deadline	Deadline’s Sound & Screen: Film Kicks Off Tonight With Live Music From ‘Barbie’, ‘Killers Of The Flower Moon’ & More With Stars Including Mark Ronson & Diane Warren	Deadline’s Sound & Screen, our awards-season composer showcase of original music for some of this year’s most acclaimed films, gets underway tonight at UCLA’s Royce Hall, with a 60-piece orchestra tuning up to make it all sing. The event for industry voters b…	https://deadline.com/2023/11/sound-and-screen-2023-muscial-guests-lineup-schedule-1235587326/	2023-11-09T21:41:16Z	Deadline’s Sound &amp; Screen, our awards-season composer showcase of original music for some of this year’s most acclaimed films, gets underway tonight at UCLA’s Royce Hall, with a 60-piece orchestr… [+2202 chars]	Tristan	KOTFM	Promo	Juan	KOTFM	Promo	maybe prod bc it's music from the movie?		KOTFM		KOTFM	Promo
